151.8,173.6,202.4,234.9,268.5,301.5,335.6,383.9
5.9,7.6,9.6,11.9,14.2,16.7,19.4,22.3
14.3,15.9,17.4,19,21.6,24.3,27.6,30.9
34.7,40.5,45.9,51.8,57.3,61.4,69.4,77.5
10.6,12.5,14.2,16.1,17.9,19.8,21.8,23.8
43.4,50.2,59.7,69.4,80.4,89.5,98,106.2
