151.8,171,195.1,222.1,248.9,276.2,302.6,332.7
5.9,7.3,8.9,10.7,12.5,14.4,16.5,18.7
14.3,15.7,17,18.4,19.6,21.9,24.5,27.4
34.7,39.3,44.1,49.6,54.4,57.9,65.4,70.6
10.6,12,13.4,14.9,16.4,18,19.6,21.2
43.4,49.8,56.4,64.3,72.2,80.2,86.6,92.2
