109.65,115.87,123.75,133.64,151.2
2.58,3.06,3.74,4.43,5.93
8.5,10.24,10.96,12.06,14.05
11.71,17.76,22.49,28.35,34.65
4.92,5.27,6.19,7.37,10.81
27.17,29.47,33.16,38.16,42.75
